casino_name,logo_path,rating,website_url,languages,licenses,affiliate_program,casino_type,we_like_x,dont_like_x,casino_bonus_x,review_path,we_like_y,dont_like_y,casino_bonus_y
Yoju Casino,logosask/YojuCasino.png,6.5,https://yoju.casino/,https://yoju.casino/,Curacao,Partners In Game,"Instant Play, Mobile, Live Casino, Crypto Casino",tekst/Yoju Casino.txt,,,,Home to more than 8000 games | Excellent choice of payment methods | No payment fees | Low withdrawal limits,Low withdrawal limits,"Yoju Casino: 100% up to €250 + 75 Free Spins, 1st Deposit Welcome Bonus"
Sportuna Casino,logosask/SportunaCasino.png,6.5,https://sportuna.com,https://sportuna.com,Curacao,Partners Casa,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Sportuna Casino.txt,,,,Good selection of payment methods | No payment fees | 24/7 live chat | Limited responsible gambling tools | Withdrawal limits based on VIP levels,Limited responsible gambling tools | Withdrawal limits based on VIP levels,Sportuna Casino: 110% up to €660 + 220 Free Spins
Gxmble Casino,logosask/GxmbleCasino.png,6.5,https://gxmble.com/,https://gxmble.com/,Curacao,Shark Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Gxmble Casino.txt,,,,Home to well-providers | Live chat is available | Multilingual support agents | Slow withdrawals | Limited live chat times,Slow withdrawals | Limited live chat times,"Gxmble Casino: 200% up to €500, 1st Deposit Bonus"
WeltBet Casino,logosask/WeltBetCasino.png,6.5,https://www.weltbet.com/en/online-casino,https://www.weltbet.com/en/online-casino,Curacao,Weltbet Affiliates,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/WeltBet Casino.txt,,,,Live chat is open 24/7 | Various offer of casino games | Android application available | Few responsible gambling tools,Few responsible gambling tools,WeltBet Casino: 100% up to €500 + 30 Bonus Spins
Bdmbet Casino,logosask/BdmbetCasino.png,6.5,https://bdmbet.com/,https://bdmbet.com/,Curacao,Chilli Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Bdmbet Casino.txt,,,,Impressive game collection | Low minimum deposit | Live chat 24/7 | No filters for games,No filters for games,"Bdmbet Casino: 100% up to €150 + 150 Free Spins, 1st Deposit Bonus"
Lucky Crypto Casino,logosask/LuckyCryptoCasino.png,6.5,https://theluckycrypto.com,https://theluckycrypto.com,Curacao,Lucky Crypto Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Lucky Crypto Casino.txt,,,,Home to many gaming providers | Accepts more than 10+ payment methods | Accepts Cryptocurrencies | Live chat is available | No FAQ section | Limited live chat hours 10 am to 3 am,No FAQ section | Limited live chat hours 10 am to 3 am,Lucky Crypto Casino: Up to 139% Match Deposit Bonus + 59 Bonus Spins
Gamix.bet Casino,logosask/GamixbetCasino.png,6.5,https://gamix.bet/casino/,https://gamix.bet/casino/,Curacao,Gamix Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Gamixbet Casino.txt,,,,,,
Tiki Casino,logosask/TikiCasino.png,6.5,https://tikicasino.com/,https://tikicasino.com/,Anjouan,Vegas Legends Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Tiki Casino.txt,,,,Excellent choice of games | 24/7 live chat | Low deposit options | Slow verification process | Slow withdrawals,Slow verification process | Slow withdrawals,Tiki Casino: 100% up to 5000 NOK + 200 Free Spins + 1 Bonus Crab
Crusino Casino,logosask/CrusinoCasino.png,6.5,https://www.crusino.com/,https://www.crusino.com/,Curacao,Stay Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Crusino Casino.txt,,,,Excellent fiat to crypto range | High withdrawal limits | 24/7 live chat | Excellent range of responsible gambling tools | High deposit rollover requirement,High deposit rollover requirement,"Crusino Casino: 100% up to €1000 + 100 Free Spins, 1st Deposit Bonus"
All Slots Casino,logosask/AllSlotsCasino.png,6.5,http://www.allslotscasino.com,http://www.allslotscasino.com,"Alderney Gambling Control Commission, Kahnawake Gaming Commission",Buffalo Partners,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/All Slots Casino.txt,,,,,,
FEZbet Casino,logosask/FEZbetCasino.png,6.5,https://fezbet.com/en/,https://fezbet.com/en/,The Philippine Amusement and Gaming Corporation (PAGCOR),Mate Affiliates,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/FEZbet Casino.txt,,,,Home to leading software companies | Multiple payment options | Live chat is open 24/7 | Mobile friendly design | Approved Certification Badges | Multiple country restrictions,Multiple country restrictions,FEZbet Casino: 100% up to €100
PlayZilla Casino,logosask/PlayZillaCasino.png,6.5,https://playzilla.com,https://playzilla.com,The Philippine Amusement and Gaming Corporation (PAGCOR),PartnerZilla,"Instant Play, Crypto Casino, Live Casino, Mobile, Sports",tekst/PlayZilla Casino.txt,,,,Home to big gaming providers | No withdrawal fees | Live chat is open 24/7 | Mobile friendly games | Several country restrictions,Several country restrictions,PlayZilla Casino: 100% up to €500 + 200 Bonus Spins
SlotsPalace Casino,logosask/SlotsPalaceCasino.png,6.5,https://slotspalace.com,https://slotspalace.com,The Philippine Amusement and Gaming Corporation (PAGCOR),Mio Media Affiliates,"Instant Play, Mobile, Live Casino, Crypto Casino",tekst/SlotsPalace Casino.txt,,,,Home to leading software companies | Multiple payment options | Live chat is open 24/7 | Mobile friendly games | Several country restrictions,Several country restrictions,"SlotsPalace Casino: 100% up to €500, 1st Deposit Bonus"
Kikobet Casino,logosask/KikobetCasino.png,6.5,https://www.kikobet.com/,https://www.kikobet.com/,Curacao,StakePartners,"Crypto Casino, Instant Play, Live Casino, Sports, Mobile",tekst/Kikobet Casino.txt,,,,24/7 support | Live chat is available in multiple languages | Limited responsible gambling information,Limited responsible gambling information,"Kikobet Casino: 100% up to €100, 1st Deposit Bonus"
Casino Mustang,logosask/CasinoMustang.png,6.5,https://www.casinomustang.com/,https://www.casinomustang.com/,Curacao,Casino Mustang Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Casino Mustang.txt,,,,"Good selection of games | Live chat is available | Safe and secure payments supported | Limited live chat hours 8 am CET to 11 pm CET | Daily max win limit applies (€100,000)","Limited live chat hours 8 am CET to 11 pm CET | Daily max win limit applies (€100,000)","Casino Mustang: 100% up to €500 + 30 Free Spins, Welcome Bonus"
RoboCat Casino,logosask/RoboCatCasino.png,6.5,https://robocat.com/,https://robocat.com/,"Anjouan, The Philippine Amusement and Gaming Corporation (PAGCOR)",247Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/RoboCat Casino.txt,,,,24/7 live chat | Home to well-known providers | Low deposit options | Slow withdrawals | No weekend withdrawals,Slow withdrawals | No weekend withdrawals,"RoboCat Casino: 100% up to €500 + 200 Free Spins, Welcome Bonus"
JVSPINBET Casino,logosask/JVSPINBETCasino.png,6.5,https://jvspin.com/,https://jvspin.com/,Curacao,JVSpinBet Partners,"Instant Play, Mobile, Crypto Casino, Sports, Live Casino",tekst/JVSPINBET Casino.txt,,,,Home to lots of software providers | Multiple payment options | Live chat is open 24/7 | Mobile friendly design | Multiple country restrictions,Multiple country restrictions,"JVSPINBET Casino: 100% up to €300 + 30 Free Spins, 1st Deposit Bonus"
Spinnalot Casino,logosask/SpinnalotCasino.png,6.5,https://spinnalot.com,https://spinnalot.com,Malta Gaming Authority,Slotpartners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Spinnalot Casino.txt,,,,Home to top providers | Plenty of payment methods | Live chat is open 24/7 | Mobile-friendly design | There are no video poker games | Several country restrictions,There are no video poker games | Several country restrictions,"Spinnalot Casino: 100% up to €/$200 + 100 Bonus Spins on Starburst Slot, 1st Deposit Bonus"
21 Bets Casino,logosask/21BetsCasino.png,6.5,https://21bets.com,https://21bets.com,Curacao,Infinity Stars Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/21 Bets Casino.txt,,,,Good game choice | Live chat is available | Multilingual support agents | High minimum withdrawal limits,High minimum withdrawal limits,21 Bets Casino: 120% up to $/€ 600
Vinyl Casino,logosask/VinylCasino.png,6.5,https://vinylcasino.com/,https://vinylcasino.com/,Anjouan,Rant Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Vinyl Casino.txt,,,,Home to industry leading providers | Low minimum deposit and withdrawals | 24/7 live chat | Slow withdrawals | Live chat hard to locate,Slow withdrawals | Live chat hard to locate,Vinyl Casino: 100% up to €500 + 200 Bonus Spins
30Bet Casino,logosask/30BetCasino.png,6.5,https://www.30bet.com/,https://www.30bet.com/,Curacao,Qbet Partners,"Sports, Mobile, Live Casino, Instant Play, Crypto Casino",tekst/30Bet Casino.txt,,,,Excellent choice of casino games | Well-trained support via 24/7 live chat | Solid choice of bonuses | No loyalty/VIP program | Limited choice of payment methods,No loyalty/VIP program | Limited choice of payment methods,"30Bet Casino: 100% up to €500 + 50 Free Spins, 1st Deposit Bonus"
Winsane Casino,logosask/WinsaneCasino.png,6.5,https://www.winsane.com,https://www.winsane.com,Curacao,Boss Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Winsane Casino.txt,,,,24/7 live chat | Good selection of payment methods | Accepts Cryptocurrencies | Low withdrawal limits | Slow withdrawals,Low withdrawal limits | Slow withdrawals,Winsane Casino: 100% up to €1000 + 50 Free Spins
Betzard Casino,logosask/BetzardCasino.png,6.5,https://betzard.com/,https://betzard.com/,"Curacao, Costa Rica",7Bit Partners,"Download, Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Betzard Casino.txt,,,,24/7 live chat | Daily tournaments | VIP program | Only available in English | Limited Responsible Gambling tools,Only available in English | Limited Responsible Gambling tools,"Betzard Casino: 100% up to €300 + 100 Free Spins, 1st Deposit Bonus"
Tornadobet Casino,logosask/TornadobetCasino.png,6.5,https://www.tornadobet.com/,https://www.tornadobet.com/,Curacao,StakePartners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Tornadobet Casino.txt,,,,Live chat is available | Multilingual customer service agents | Low withdrawal limits | Limited live chat hours,Low withdrawal limits | Limited live chat hours,"Tornadobet Casino: 100% up to €200, 1st Deposit Bonus"
Playio Casino,logosask/PlayioCasino.png,6.5,https://playio.com/,https://playio.com/,Curacao,Partners Club,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Playio Casino.txt,,,,24/7 Live Chat | Excellent selection of payment methods | Low deposit options | Low withdrawal limits | Slow withdrawals,Low withdrawal limits | Slow withdrawals,Playio Casino: 100% up to €500 + 200 Free Spins + 1 Bonus Crab
SpellWin Casino,logosask/SpellWinCasino.png,6.5,https://spellwin.com/,https://spellwin.com/,Curacao,Trino partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/SpellWin Casino.txt,,,,Various offer of casino games | Live chat is open 24/7 | Good VIP program | Few responsible gambling tools available,Few responsible gambling tools available,"SpellWin Casino: 110% up to €750 + 75 Free Spins, 1st Deposit Bonus"
321Crypto Casino,logosask/321CryptoCasino.png,6.5,https://www.321cryptocasino.com/,https://www.321cryptocasino.com/,Curacao,RnR Affiliates,"Instant Play, Mobile, Crypto Casino",tekst/321Crypto Casino.txt,,,,Withdrawals processed within 12 hours | Express Cashout Club enjoys instant withdrawals | Mobile friendly games | Certification Badge | Live chat | Multiple country restrictions,Multiple country restrictions,321Crypto Casino: 100% Match Deposit Bonus + 15 Bonus Spins on Queen of Spades Slot
Lucky Ones Casino,logosask/LuckyOnesCasino.png,6.5,https://www.luckyones.com/,https://www.luckyones.com/,Curacao,Fortunate Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Lucky Ones Casino.txt,,,,Good selection of payment methods | Live chat is available | No payment fees | No live chat for unregistered users,No live chat for unregistered users,"Lucky Ones Casino: 150% up to €/$ 3000 + 200 Free Spins, 1st Deposit Bonus"
Zodiac Casino,logosask/ZodiacCasino.png,6.4,http://www.zodiaccasino.com,http://www.zodiaccasino.com,"Kahnawake Gaming Commission, Alcohol and Gaming Commission of Ontario, UK Gambling Commission",Rewards Affiliates,"Download, Instant Play, Mobile, Live Casino, Crypto Casino",tekst/Zodiac Casino.txt,,,,,,
8xwins Casino,logosask/8xwinsCasino.png,6.4,https://8xwins.com/,https://8xwins.com/,Curacao,Wins Royal Partners,"Instant Play, Live Casino, Crypto Casino, Mobile",tekst/8xwins Casino.txt,,,,"Home to more than 11,000 games | Excellent selection of gaming providers | 24/7 live chat | Limited responsible gambling tools",Limited responsible gambling tools,8xwins Casino: 100% up to $/€100 + 20 Free Spins
Wild Tokyo Casino,logosask/WildTokyoCasino.png,6.4,https://wildtokyo.com/,https://wildtokyo.com/,Curacao,AffRepublic,"Instant Play, Mobile, Live Casino, Crypto Casino",tekst/Wild Tokyo Casino.txt,,,,Home to leading software companies | Live chat is open 24/7 | Mobile friendly games | 256-bit SSL encryption | Few video poker games,Few video poker games,"Wild Tokyo Casino: 100% up to €150 + 100 Free Spins, 1st Deposit Bonus"
Queenspins Casino,logosask/QueenspinsCasino.png,6.4,https://www.queenspins.com/,https://www.queenspins.com/,Curacao,Rexaffiliates,"Instant Play, Mobile, Crypto Casino",tekst/Queenspins Casino.txt,,,,Home to leading software companies | Over 10+ payment options | No deposit or withdrawal fees | Live chat is available | Mobile friendly games | Several country restrictions,Several country restrictions,"Queenspins Casino: 100% up to €200, 1st Deposit Bonus"
GGbet Casino,logosask/GGbetCasino.png,6.4,https://gg.bet/,https://gg.bet/,Curacao,GG.bet Affiliates,"Instant Play, Mobile, Sports, Live Casino, Crypto Casino",tekst/GGbet Casino.txt,,,,Multiple payment options | Live chat 24/7 | eCOGRA approved | Potentially drawn-out withdrawals for larger cashouts | Poor commitment to responsible gambling,Potentially drawn-out withdrawals for larger cashouts | Poor commitment to responsible gambling,"GGbet Casino: 100% up to €1500 + 75 Free Spins, 1st Deposit Bonus"
CasinoSecret,logosask/CasinoSecret.png,6.4,https://www.casinosecret.com,https://www.casinosecret.com,Curacao,CasinoSecret Affiliates,"Instant Play, Mobile, Live Casino, Crypto Casino",tekst/CasinoSecret.txt,,,,Top tier software providers | User-friend lobby | Multiple support options | Mobile-friendly design | Limited selection of table games,Limited selection of table games,CasinoSecret: 50% up to $500 Cashback Bonus
CasinoJAX,logosask/CasinoJAX.png,6.4,https://www.casinojax.com/,https://www.casinojax.com/,Curacao,Jax Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/CasinoJAX.txt,,,,Home to well-known providers | No payment fees | 24/7 live chat | Mobile-friendly site | Several country restrictions,Several country restrictions,"CasinoJAX: 100% up to €2000 + 100 Bonus Spins on Dragon Pearls Slot, 1st Deposit Bonus"
Bet24Star Casino,logosask/Bet24StarCasino.png,6.4,https://bet24star.com,https://bet24star.com,Curacao,Bet24Star Affiliates,"Crypto Casino, Live Casino, Mobile, Instant Play",tekst/Bet24Star Casino.txt,,,,Accepts multiple payment methods | Players can deposit and withdraw in cryptocurrency | 24/7 live chat | Multilingual customer support | Mobile friendly games | Missing some bigger software providers,Missing some bigger software providers,
LuckyBay Casino,logosask/LuckyBayCasino.png,6.4,https://www.luckybay.io,https://www.luckybay.io,Curacao,Placebo Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/LuckyBay Casino.txt,,,,Low deposit options | 24/7 live chat | Loyalty Program | Low withdrawal limits | Limited responsible gambling tools,Low withdrawal limits | Limited responsible gambling tools,"LuckyBay Casino: 150% up to €8000 + 200 Bonus Spins, 1st Deposit Bonus"
LibraBet Casino,logosask/LibraBetCasino.png,6.4,http://www.librabet.com,http://www.librabet.com,"The Philippine Amusement and Gaming Corporation (PAGCOR), Anjouan",7StarsPartners,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/LibraBet Casino.txt,,,,Features leading software suppliers | Hundreds of online slots available | Mobile-friendly design | Live chat open 24/7 | Multiple country restrictions,Multiple country restrictions,LibraBet Casino: 100% up to €500 + 200 Free Spins + 1 Bonus Crab
